"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"75990017964","Bar Musical Quilombo","#","C","Aribau","149","149","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.392592","2.153652","429244.516","4582685.512","429336.437","4582886.452","934395406","Tel.","","","","","","","",
"75990017982","Bar musical Le Cyrano","#","C","Aribau","154","154","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.392227","2.154501","429315.124","4582644.342","429407.046","4582845.282","932175093","Tel.","","","","","","","",
"75990017982","Bar musical Le Cyrano","#","C","Aribau","154","154","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.392227","2.154501","429315.124","4582644.342","429407.046","4582845.282","932317909","Tel.","","","","","","","",
"75990017982","Bar musical Le Cyrano","#","C","Aribau","154","154","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.392227","2.154501","429315.124","4582644.342","429407.046","4582845.282","618937769","Tel.","","","","","","","",
"75990018325","Restaurant El Patio Andaluz","#","C","Rocafort","231","231","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.384936","2.145708","428571.989","4581842.155","428663.904","4582043.087","932093378","Fax","","","","","","","",
"75990018325","Restaurant El Patio Andaluz","#","C","Rocafort","231","231","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.384936","2.145708","428571.989","4581842.155","428663.904","4582043.087","932093378","Tel.","","","","","","","",
"75990018326","Discoteca Barroko's","#","C","Aribau","242","242","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.395807","2.149752","428921.951","4583045.672","429013.869","4583246.615","932018150","Tel.","","01/01","31/12","1110111","00:00:00","05:00:00"," ",
"75990018326","Discoteca Barroko's","#","C","Aribau","242","242","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.395807","2.149752","428921.951","4583045.672","429013.869","4583246.615","932018150","Tel.","","01/01","31/12","1111001","00:00:00","06:00:00"," ",
"75990018326","Discoteca Barroko's","#","C","Aribau","242","242","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.395807","2.149752","428921.951","4583045.672","429013.869","4583246.615","932018150","Tel.","","01/01","31/12","1111110","18:00:00","23:59:00"," ",
"75990018326","Discoteca Barroko's","#","C","Aribau","242","242","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.395807","2.149752","428921.951","4583045.672","429013.869","4583246.615","934145722","Fax","","01/01","31/12","1110111","00:00:00","05:00:00"," ",
"75990018326","Discoteca Barroko's","#","C","Aribau","242","242","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.395807","2.149752","428921.951","4583045.672","429013.869","4583246.615","934145722","Fax","","01/01","31/12","1111001","00:00:00","06:00:00"," ",
"75990018326","Discoteca Barroko's","#","C","Aribau","242","242","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.395807","2.149752","428921.951","4583045.672","429013.869","4583246.615","934145722","Fax","","01/01","31/12","1111110","18:00:00","23:59:00"," ",
"75990018326","Discoteca Barroko's","#","C","Aribau","242","242","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.395807","2.149752","428921.951","4583045.672","429013.869","4583246.615","932011377","Tel.","","01/01","31/12","1110111","00:00:00","05:00:00"," ",
"75990018326","Discoteca Barroko's","#","C","Aribau","242","242","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.395807","2.149752","428921.951","4583045.672","429013.869","4583246.615","932011377","Tel.","","01/01","31/12","1111001","00:00:00","06:00:00"," ",
"75990018326","Discoteca Barroko's","#","C","Aribau","242","242","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.395807","2.149752","428921.951","4583045.672","429013.869","4583246.615","932011377","Tel.","","01/01","31/12","1111110","18:00:00","23:59:00"," ",
"75990021033","Restaurant & Cocktail Bar Casa  Agüelo013","#","C","Avinyó","37","37","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380338","2.179182","431365.968","4581304.598","431457.909","4581505.526","933102325","Tel.","","01/01","31/12","0000011","09:00:00","23:30:00"," ",
"75990021033","Restaurant & Cocktail Bar Casa  Agüelo013","#","C","Avinyó","37","37","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380338","2.179182","431365.968","4581304.598","431457.909","4581505.526","933102325","Tel.","","01/01","31/12","1111100","12:00:00","23:30:00"," ",
"75990022850","Bar musical Paco Moreno","#","C","Balmes","56","56","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.389485","2.162644","429992.918","4582333.273","430084.846","4582534.21","934878327","Tel.","","01/01","31/12","0000010","19:00:00","05:00:00"," ",
"75990023351","Bar Musical Velvet","#","C","Balmes","161","161","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08008","019","BARCELONA","41.39463","2.1555","429401.203","4582910.342","429493.126","4583111.284","646062185","Tel.","","","","","","","",
"75990028307","Cocteleria Trípode","#","Pg","Born","17","17","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.384733","2.182634","431659.287","4581789.803","431751.231","4581990.735","932681047","Tel.","","","","","","","",
"75990028309","Cocteleria El Copetín","#","Pg","Born","19","19","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.384911","2.182749","431669.023","4581809.444","431760.967","4582010.377","607202176","Tel.","","","","","","","",
"75990029749","Cocteleria Caribbean Club","#","C","Sitges","5","5","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.38449","2.16962","430570.874","4581773.146","430662.808","4581974.078","933022182","Tel.","","","","","","","",
"75990035365","Bar Cocteleria Sapelly","#","C","Casanova","91","91","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.386861","2.156741","429496.597","4582046.798","429588.521","4582247.732","938325525","Tel.","","","","","","","",
"75990035678","Bar musical Flann O'Brien's","#","C","Casanova","264","264","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394157","2.14742","428725.226","4582864.412","428817.143","4583065.354","934089136","Tel.","","","","","","","",
"75990042698","Bar musical Átame","#","C","Consell de Cent","257","257","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.3869","2.159939","429764.038","4582048.537","429855.964","4582249.471","934214557","Tel.","","","","","","","",
"75990042785","Discoteca Trauma","#","C","Consell de Cent","288","288","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.389656","2.163964","430103.473","4582351.271","430195.402","4582552.208","934875109","Tel.","","","","","","","",
"75990042785","Discoteca Trauma","#","C","Consell de Cent","288","288","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.389656","2.163964","430103.473","4582351.271","430195.402","4582552.208","934882052","Fax","","","","","","","",
"75990044525","Sala de Ball Duvet","#","C","Còrsega","327","327","31","la Vila de Gràcia","06","Gràcia","08037","019","BARCELONA","41.397227","2.160065","429785.642","4583194.876","429877.568","4583395.821","936675961","Tel.","","01/01","31/12","0000110","18:30:00","04:00:00"," ",
"75990044525","Sala de Ball Duvet","#","C","Còrsega","327","327","31","la Vila de Gràcia","06","Gràcia","08037","019","BARCELONA","41.397227","2.160065","429785.642","4583194.876","429877.568","4583395.821","936675961","Tel.","","01/01","31/12","1111001","23:30:00","05:00:00"," ",
"75990044525","Sala de Ball Duvet","#","C","Còrsega","327","327","31","la Vila de Gràcia","06","Gràcia","08037","019","BARCELONA","41.397227","2.160065","429785.642","4583194.876","429877.568","4583395.821","936675961","Tel.","","01/01","31/12","1111001","18:30:00","22:00:00"," ",
"75990049580","Cocteleria Casablanca","#","C","Dos de Maig","277","277","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.408952","2.179415","431415.537","4584481.133","431507.478","4584682.09","934552924","Tel.","","","","","","","",
"75990049580","Cocteleria Casablanca","#","C","Dos de Maig","277","277","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.408952","2.179415","431415.537","4584481.133","431507.478","4584682.09","631775827","Tel.","","","","","","","",
"75990053121","Sidecar Factory Club","#","Pl","Reial","7","7","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380575","2.1752","431033.315","4581334.07","431125.253","4581534.998","933021586","Fax","","01/01","31/12","1111111","19:00:00","03:00:00","Bar",
"75990053121","Sidecar Factory Club","#","Pl","Reial","7","7","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380575","2.1752","431033.315","4581334.07","431125.253","4581534.998","933021586","Fax","","01/01","31/12","1111111","00:00:00","05:00:00","Discoteca",
"75990053121","Sidecar Factory Club","#","Pl","Reial","7","7","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380575","2.1752","431033.315","4581334.07","431125.253","4581534.998","933177666","Tel.","","01/01","31/12","1111111","19:00:00","03:00:00","Bar",
"75990053121","Sidecar Factory Club","#","Pl","Reial","7","7","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380575","2.1752","431033.315","4581334.07","431125.253","4581534.998","933177666","Tel.","","01/01","31/12","1111111","00:00:00","05:00:00","Discoteca",
"75990061273","Discoteca Blue Boîte","#","Av","Diagonal","477","477","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.392815","2.145704","428580.321","4582716.851","428672.236","4582917.791","938552150","Tel.","","","","","","","",
"75990074105","Bar Musical Snooker Club Barcelona","#","C","Roger de Llúria","42","42","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.392162","2.170378","430642.406","4582624.263","430734.34","4582825.203","933179760","Tel.","","","","","","","",
"75990075446","Bar Musical Samba Brasil *Lepant","#","C","Lepant","297","297","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.405743","2.174835","431029.408","4584128.433","431121.345","4584329.387","934561798","Tel.","","","","","","","",
"75990076519","Bar musical Basel 79","#","C","Loreto","5","7","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.388906","2.141736","428244.272","4582286.154","428336.184","4582487.09","934391383","Tel.","","","","","","","",
"75990079636","Disco Bar Joe's","#","Pg","Sant Antoni","19","19","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.377197","2.137036","427838.367","4580990.109","427930.276","4581191.033","632414168","Tel.","","","","","","","",
"75990083497","Bar Musical Breston Club","#","C","Marià Cubí","111","111","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.396808","2.147629","428745.588","4583158.554","428837.505","4583359.498","936113639","Tel.","","","","","","","",
"75990083497","Bar Musical Breston Club","#","C","Marià Cubí","111","111","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.396808","2.147629","428745.588","4583158.554","428837.505","4583359.498","932017144","Tel.","","","","","","","",
"75990085638","Bar musical Alfa","#","C","Gran de Gràcia","36","36","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.398835","2.156859","429519.389","4583376.003","429611.313","4583576.95","934151824","Tel.","","01/01","31/12","1101111","20:00:00","23:59:00"," ",
"75990085638","Bar musical Alfa","#","C","Gran de Gràcia","36","36","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.398835","2.156859","429519.389","4583376.003","429611.313","4583576.95","934151824","Tel.","","01/01","31/12","1110111","20:00:00","02:30:00"," ",
"75990085638","Bar musical Alfa","#","C","Gran de Gràcia","36","36","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.398835","2.156859","429519.389","4583376.003","429611.313","4583576.95","934151824","Tel.","","01/01","31/12","1111001","20:00:00","03:00:00"," ",
"75990090372","Bar musical Punto BCN","#","C","Muntaner","63","63","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.386729","2.159154","429698.168","4582030.184","429790.094","4582231.118","934519152","Tel.","","","","","","","",
"75990090931","Luz de Gas","#","C","Muntaner","246","246","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394624","2.149071","428863.762","4582914.848","428955.68","4583115.79","934141759","Fax","","01/01","31/12","1100001","00:00:00",""," ",
"75990090931","Luz de Gas","#","C","Muntaner","246","246","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394624","2.149071","428863.762","4582914.848","428955.68","4583115.79","932097711","Centraleta","","01/01","31/12","1100001","00:00:00",""," ",
"75990092643","Taverna Anglesa City Arms","#","Pl","Narcís Oller","9","9","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.396982","2.155478","429401.938","4583171.401","429493.861","4583372.346","932181696","Tel.","","","","","","","",
"75990094018","Bar Musical Macarena Club","#","C","Nou de Sant Francesc","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.379434","2.176842","431169.397","4581206.123","431261.337","4581407.05","933013064","Tel.","","","","","","","",
"75990097460","Slow Barcelona Cocktails & Boite","#","C","París","186","186","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.393616","2.15339","429223.713","4582799.475","429315.634","4583000.416","933681455","Tel.","","01/01","31/12","0000111","19:00:00","05:00:00"," ",
"75990097460","Slow Barcelona Cocktails & Boite","#","C","París","186","186","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.393616","2.15339","429223.713","4582799.475","429315.634","4583000.416","933681455","Tel.","","01/01","31/12","1111001","19:00:00","06:00:00"," ",
"75990099622","Virreina Bar","#","Pl","Virreina","1","1","31","la Vila de Gràcia","06","Gràcia","08024","019","BARCELONA","41.404968","2.157604","429588.3","4584056.248","429680.224","4584257.201","932379880","Tel.","","","","","","","",
"75990100097","Bar musical La Torre Rosa","#","C","Pinar del Río","54","54","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.422637","2.180475","431518.551","4585999.514","431610.492","4586200.485","933408854","Tel.","","01/01","31/12","0000111","19:00:00","02:30:00"," ",
"75990100097","Bar musical La Torre Rosa","#","C","Pinar del Río","54","54","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.422637","2.180475","431518.551","4585999.514","431610.492","4586200.485","933408854","Tel.","","01/01","31/12","1111011","19:00:00","03:00:00"," ",
"75990100097","Bar musical La Torre Rosa","#","C","Pinar del Río","54","54","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.422637","2.180475","431518.551","4585999.514","431610.492","4586200.485","933408854","Tel.","","01/01","31/12","1111101","12:00:00","03:00:00"," ",
"75990100097","Bar musical La Torre Rosa","#","C","Pinar del Río","54","54","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.422637","2.180475","431518.551","4585999.514","431610.492","4586200.485","933408854","Tel.","","01/01","31/12","1111110","12:00:00","02:30:00"," ",
"75990100097","Bar musical La Torre Rosa","#","C","Francesc Tàrrega","22","22","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.422711","2.180512","431521.711","4586007.747","431613.652","4586208.718","933408854","Tel.","","01/01","31/12","0000111","19:00:00","02:30:00"," ",
"75990100097","Bar musical La Torre Rosa","#","C","Francesc Tàrrega","22","22","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.422711","2.180512","431521.711","4586007.747","431613.652","4586208.718","933408854","Tel.","","01/01","31/12","1111011","19:00:00","03:00:00"," ",
"75990100097","Bar musical La Torre Rosa","#","C","Francesc Tàrrega","22","22","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.422711","2.180512","431521.711","4586007.747","431613.652","4586208.718","933408854","Tel.","","01/01","31/12","1111101","12:00:00","03:00:00"," ",
"75990100097","Bar musical La Torre Rosa","#","C","Francesc Tàrrega","22","22","62","el Congrés i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.422711","2.180512","431521.711","4586007.747","431613.652","4586208.718","933408854","Tel.","","01/01","31/12","1111110","12:00:00","02:30:00"," ",
"75990102529","Discoteca Performance con Atxé","#","C","Provença","43","43","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.384238","2.147184","428694.699","4581763.383","428786.616","4581964.314","933211075","Tel.","","01/01","31/12","1111000","23:30:00","06:00:00"," ",
"75990102799","Bar musical Aloha","#","C","Provença","159","159","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.389764","2.154699","429329","4582370.699","429420.922","4582571.636","934517962","Tel.","","","","","","","",
"75990102820","Bar Musical La Fira","#","C","Provença","171","171","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390428","2.155589","429404.113","4582443.716","429496.036","4582644.654","682323714","Tel.","","","","","","","",
"75990103859","Sala Continental","#","C","Providència","30","30","31","la Vila de Gràcia","06","Gràcia","08024","019","BARCELONA","41.406259","2.156443","429492.668","4584200.517","429584.591","4584401.471","932170267","Tel.","","01/01","31/12","1110001","22:00:00","03:00:00"," ",
"75990106254","Bar musical Lunatic Pub","#","C","Regent Mendieta","38","38","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.377434","2.123601","426715.184","4581027.741","426807.082","4581228.665","933331172","Tel.","","","","","","","",
"75990108061","Cocteleria Scotch Corner","#","C","Sabino Arana","8","8","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385603","2.126272","426947.662","4581932.338","427039.562","4582133.27","933393009","Tel.","","","","","","","",
"75990114488","Bar musical El Local","#","C","Sant Eusebi","36","36","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.400573","2.147778","428762.195","4583576.355","428854.112","4583777.303","609221400","Tel.","","","","","","","",
"75990114488","Bar musical El Local","#","C","Sant Eusebi","36","36","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.400573","2.147778","428762.195","4583576.355","428854.112","4583777.303","932186294","Tel.","","","","","","","",
