"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934878060","Fax","","01/12","06/01","","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934878060","Fax","","01/12","06/01","","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934878060","Fax","","01/12","06/01","","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934878060","Fax","","01/12","06/01","1111110","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934878060","Fax","","01/12","06/01","","10:00:00","14:00:00","null",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","07/01","14/04","0000011","16:00:00","20:00:00","Visites comentades gratuïtes<br>(incloses al preu de l'entrada):<p>- dissabtes a les 11 h (català)<p>- dissabtes a les 17 h (castellà)<p>- per a grups amb reserva prèvia",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","07/01","14/04","0000011","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","07/01","14/04","1111101","10:00:00","20:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","07/01","14/04","1111110","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","15/04","22/04","0000001","10:00:00","20:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","15/04","22/04","1111110","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","23/04","24/06","0000011","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","23/04","24/06","0000011","16:00:00","20:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","23/04","24/06","1111101","10:00:00","20:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","23/04","24/06","1111110","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","25/06","11/09","0000001","10:00:00","20:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","25/06","11/09","1111110","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","12/09","30/11","0000001","16:00:00","20:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","12/09","30/11","0000001","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","12/09","30/11","1111110","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","01/12","06/01","0000001","10:00:00","20:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","01/12","06/01","","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","01/12","06/01","","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","01/12","06/01","","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","01/12","06/01","1111110","10:00:00","14:00:00"," ",
"90154904","Fundació Arqueològica Clos","Museu Egipci de Barcelona","C","València","284","284","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393657","2.164762","430174.499","4582794.773","430266.429","4582995.714","934880188","Tel.","","01/12","06/01","","10:00:00","14:00:00","null",
"139173259","Perruqueria Raffel Pages *Rbla Catalunya","Museu de la Perruqueria Raffel Pages","Rbla","Catalunya","99","99","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.393209","2.160315","429802.229","4582748.623","429894.155","4582949.564","932052419","Tel.","","01/01","31/12","0000011","09:00:00","18:00:00","El preu inclou l'entrada al museu i visita guiada",
"139173259","Perruqueria Raffel Pages *Rbla Catalunya","Museu de la Perruqueria Raffel Pages","Rbla","Catalunya","99","99","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.393209","2.160315","429802.229","4582748.623","429894.155","4582949.564","932052419","Tel.","","01/01","31/12","1111101","09:00:00","13:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934097231","Tel.","","25/09","23/06","0100101","16:00:00","21:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934097231","Tel.","","25/09","23/06","0100101","10:00:00","14:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934097231","Tel.","","25/09","23/06","1011011","10:00:00","21:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934097231","Tel.","","24/06","24/09","0100111","10:00:00","14:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934097231","Tel.","","24/06","24/09","0100111","16:00:00","21:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934097231","Tel.","","24/06","24/09","1011011","10:00:00","21:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934097231","Tel.","","24/06","24/09","1111101","10:00:00","14:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934118296","Fax","","25/09","23/06","0100101","16:00:00","21:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934118296","Fax","","25/09","23/06","0100101","10:00:00","14:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934118296","Fax","","25/09","23/06","1011011","10:00:00","21:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934118296","Fax","","24/06","24/09","0100111","10:00:00","14:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934118296","Fax","","24/06","24/09","0100111","16:00:00","21:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934118296","Fax","","24/06","24/09","1011011","10:00:00","21:00:00"," ",
"249121118","Biblioteca Vapor Vell","#","Ptge","Vapor Vell","1","1","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934118296","Fax","","24/06","24/09","1111101","10:00:00","14:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","16/09","14/06","0000001","10:00:00","19:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","16/09","14/06","1111110","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","16/09","14/06","","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","16/09","14/06","","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","16/09","14/06","","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","16/09","14/06","","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","15/06","15/09","0000001","10:00:00","20:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","15/06","15/09","1111110","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","17/05","17/05","","19:00:00","01:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687879","Fax","","17/05","17/05","1111111","19:00:00","01:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","16/09","14/06","0000001","10:00:00","19:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","16/09","14/06","1111110","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","16/09","14/06","","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","16/09","14/06","","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","16/09","14/06","","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","16/09","14/06","","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","15/06","15/09","0000001","10:00:00","20:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","15/06","15/09","1111110","10:00:00","15:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","17/05","17/05","","19:00:00","01:00:00"," ",
"276102917","Gremi Provincial de Pastisseria de Barcelona","Museu de la Xocolata","C","Comerç","36","36","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387419","2.181734","431586.807","4582088.662","431678.75","4582289.597","932687878","Tel.","","17/05","17/05","1111111","19:00:00","01:00:00"," ",
"284153819","Biblioteca Les Corts - Miquel Llongueras","#","Trav","Corts","58","58","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.378006","2.12185","426569.435","4581092.657","426661.332","4581293.582","934493107","Tel.","","25/09","23/06","0101111","16:00:00","20:30:00"," ",
"284153819","Biblioteca Les Corts - Miquel Llongueras","#","Trav","Corts","58","58","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.378006","2.12185","426569.435","4581092.657","426661.332","4581293.582","934493107","Tel.","","25/09","23/06","1011111","10:00:00","14:00:00"," ",
"284153819","Biblioteca Les Corts - Miquel Llongueras","#","Trav","Corts","58","58","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.378006","2.12185","426569.435","4581092.657","426661.332","4581293.582","934493107","Tel.","","25/09","23/06","1011111","16:00:00","20:30:00"," ",
"284153819","Biblioteca Les Corts - Miquel Llongueras","#","Trav","Corts","58","58","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.378006","2.12185","426569.435","4581092.657","426661.332","4581293.582","934493107","Tel.","","25/09","23/06","1110111","10:00:00","20:30:00"," ",
"284153819","Biblioteca Les Corts - Miquel Llongueras","#","Trav","Corts","58","58","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.378006","2.12185","426569.435","4581092.657","426661.332","4581293.582","934493107","Tel.","","25/09","23/06","1111011","10:00:00","14:00:00"," ",
"284153819","Biblioteca Les Corts - Miquel Llongueras","#","Trav","Corts","58","58","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.378006","2.12185","426569.435","4581092.657","426661.332","4581293.582","934493107","Tel.","","25/09","23/06","1111011","16:00:00","20:00:00"," ",
"284153819","Biblioteca Les Corts - Miquel Llongueras","#","Trav","Corts","58","58","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.378006","2.12185","426569.435","4581092.657","426661.332","4581293.582","934493107","Tel.","","25/09","23/06","1111101","10:00:00","14:00:00"," ",
